Data Provided By MyFoodData.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Click ""File"" then ""Download as"" or ""Select All and Copy Paste"" to get the data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you have a google account click ""File"" then ""Make a Copy"" to edit your own copy of the data. ",,,,"All Serving Sizes are 100 Grams. See the ""Read Me"" tab for more information. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Name,Food Group,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (mcg)",Vitamin C (mg),Vitamin B-12 (mcg),Vitamin D (mcg),Vitamin E (Alpha-Tocopherol) (mg),Added Sugar (g),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,Trans Fatty Acids (g),Soluble Fiber (g),Insoluble Fiber (g),Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Total sugar alcohols (g),"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)",Manganese (mg),"Selenium, Se (mcg)","Fluoride, F (mcg)",Molybdenum (mcg),Chlorine (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Pantothenic acid (B5) (mg),Vitamin B6 (mg),Biotin (B7) (mcg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Folate DFE (mcg),Choline (mg),Betaine (mg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),Vitamin D2 (ergocalciferol) (mcg),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (IU) (IU),Vitamin K (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)","18:3 n-3 c,c,c (ALA) (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Tryptophan (mg),Threonine (mg),Isoleucine (mg),Leucine (mg),Lysine (mg),Methionine (mg),Cystine (mg),Phenylalanine (mg),Tyrosine (mg),Valine (mg),Arginine (mg),Histidine (mg),Alanine (mg),Aspartic acid (mg),Glutamic acid (mg),Glycine (mg),Proline (mg),Serine (mg),Hydroxyproline (mg),Alcohol (g),Caffeine (mg),Theobromine (mg),Serving Weight 1 (g),Serving Description 1 (g),Serving Weight 2 (g),Serving Description 2 (g),Serving Weight 3 (g),Serving Description 3 (g),Serving Weight 4 (g),Serving Description 4 (g),Serving Weight 5 (g),Serving Description 5 (g),Serving Weight 6 (g),Serving Description 6 (g),Serving Weight 7 (g),Serving Description 7 (g),Serving Weight 8 (g),Serving Description 8 (g),Serving Weight 9 (g),Serving Description 9 (g),200 Calorie Weight (g)
785525,Rice White Cooked Glutinous,Grains and Pasta,96,0.19,2.01,20.97,0.05,1,0,0.039,2,0.14,10,5,NULL,0,0,0,0,0.04,NULL,19.97,76.19,3,66,0.912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,227,0.41,0.049,NULL,5.6,NULL,NULL,NULL,0.02,0.013,0.288,NULL,0.026,NULL,1,0,1,1,2.1,NULL,0,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,70,69,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,174,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208.333
785526,Rice Frozen Dessert Nondairy Flavors Other Than Chocolate,Dairy and Egg Products ,151,6.05,1.82,23.07,5.57,1.2,0,0.615,6,0.42,79,28,NULL,0,9.3,0,0,1.73,NULL,21.87,68.59,85,1282,1.112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,42,0.5,0.077,NULL,4,NULL,NULL,NULL,0.126,0.033,1.557,NULL,0.114,NULL,9,0,9,9,5.9,NULL,0,3,0,0,5,NULL,NULL,NULL,2.7,NULL,NULL,3701,1368,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,172,1 cup,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,132.45
785527,Rice Wild 100% Cooked Ns As To Fat Added In Cooking,Grains and Pasta,121,3.01,3.86,20.64,0.71,1.7,0,0.414,3,0.59,98,31,NULL,0,0,0,0,0.55,NULL,18.94,71.51,228,1083,1.892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,232,1.3,0.117,NULL,0.8,NULL,NULL,NULL,0.05,0.084,1.245,NULL,0.131,NULL,25,0,25,25,9.9,NULL,0,2,0,0,62,NULL,NULL,NULL,3.6,NULL,NULL,1170,1309,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,164,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165.289
785528,Rice Wild 100% Cooked Fat Not Added In Cooking,Grains and Pasta,100,0.34,3.97,21.21,0.73,1.8,0,0.049,3,0.6,100,32,NULL,0,0,0,0,0.24,NULL,19.41,73.48,94,118,1.989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,238,1.33,0.12,NULL,0.8,NULL,NULL,NULL,0.052,0.086,1.279,NULL,0.134,NULL,26,0,26,26,10.1,NULL,0,2,0,0,64,NULL,NULL,NULL,0.5,NULL,NULL,50,212,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,164,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200
785529,Rice Wild 100% Cooked Fat Added In Cooking,Grains and Pasta,121,3.01,3.86,20.64,0.71,1.7,0,0.414,3,0.59,98,31,NULL,0,0,0,0,0.55,NULL,18.94,71.51,228,1083,1.892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,232,1.3,0.117,NULL,0.8,NULL,NULL,NULL,0.05,0.084,1.245,NULL,0.131,NULL,25,0,25,25,9.9,NULL,0,2,0,0,62,NULL,NULL,NULL,3.6,NULL,NULL,1170,1309,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,164,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165.289
785530,Rice Dessert Bar Frozen Flavors Other Than Chocolate Nondairy Carob Covered,Dairy and Egg Products ,220,13.69,2.34,24.72,3.3,3.7,0,6.214,25,0.62,117,33,NULL,0,0,0,0,2.36,NULL,21.02,58.58,28,1281,0.519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,83,0.59,0.116,NULL,4.7,NULL,NULL,NULL,0.136,0.081,2.03,NULL,0.115,NULL,9,0,9,9,7.6,NULL,0,1,0,0,0,NULL,NULL,NULL,1,NULL,NULL,5480,1309,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,113,1 bar (4 oz),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.909
785531,Rice Dessert Bar Frozen Chocolate Nondairy Chocolate Covered,Dairy and Egg Products ,237,14.82,4.07,25.06,0.35,4,0,6.523,15,2.41,266,78,NULL,0,0,0,0,2.22,NULL,21.06,54.84,35,1306,-0.426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,147,83,1.51,0.491,NULL,5.8,NULL,NULL,NULL,0.154,0.087,2.214,NULL,0.104,NULL,11,0,11,11,10.6,NULL,0,0,0,0,5,NULL,NULL,NULL,1.7,NULL,NULL,6276,1341,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,9,235,113,1 bar (4 oz),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.388
785532,Rice White And Wild Cooked Fat Not Added In Cooking,Grains and Pasta,121,0.3,3.59,25.99,0.6,0.6,0,0,36,1.46,97,60,NULL,1,0,0,0,0.5,NULL,25.39,68.37,85,110,2.217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123,372,1.75,0.169,NULL,1.2,NULL,NULL,NULL,0.168,0.093,2.276,NULL,0.14,NULL,36,1,35,37,13.6,NULL,1,0,0,0,9,NULL,NULL,NULL,0.2,NULL,NULL,61,195,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165.289
785533,Rice Brown And Wild Cooked Fat Not Added In Cooking,Grains and Pasta,120,0.88,2.89,24.9,0.3,1.6,0,0.232,3,0.56,88,38,NULL,0,0,0,0,0.18,NULL,23.3,70.37,22,323,2.221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,207,0.79,0.108,NULL,5.1,NULL,NULL,NULL,0.161,0.071,2.384,NULL,0.124,NULL,11,0,11,11,9.3,NULL,0,0,0,0,8,NULL,NULL,NULL,0.2,NULL,NULL,326,344,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,151,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166.667
785534,Rice White And Wild Cooked Fat Added In Cooking,Grains and Pasta,112,2.16,2.17,20.61,0.13,0.5,0,0.417,10,0.98,41,14,NULL,20,0,0,0,0.28,NULL,20.11,73.45,69,592,1.217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,511,0.5,0.076,NULL,3.4,NULL,NULL,NULL,0.105,0.02,1.196,NULL,0.05,NULL,38,34,4,62,3,NULL,19,15,0,0,9,NULL,NULL,NULL,2.4,NULL,NULL,1002,661,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.571
785535,Rice White And Wild Cooked Ns As To Fat Added In Cooking,Grains and Pasta,112,2.16,2.17,20.61,0.13,0.5,0,0.417,10,0.98,41,14,NULL,20,0,0,0,0.28,NULL,20.11,73.45,69,592,1.217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,511,0.5,0.076,NULL,3.4,NULL,NULL,NULL,0.105,0.02,1.196,NULL,0.05,NULL,38,34,4,62,3,NULL,19,15,0,0,9,NULL,NULL,NULL,2.4,NULL,NULL,1002,661,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.571
785536,Rice Brown And Wild Cooked Fat Added In Cooking,Grains and Pasta,137,3.18,2.82,24.32,0.3,1.6,0,0.543,3,0.56,85,37,NULL,0,0,0,0,0.45,NULL,22.72,68.74,139,1153,2.165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,202,0.77,0.105,NULL,5,NULL,NULL,NULL,0.157,0.069,2.329,NULL,0.121,NULL,11,0,11,11,9.1,NULL,0,0,0,0,8,NULL,NULL,NULL,3,NULL,NULL,1290,1291,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,155,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145.985
785537,Rice Brown And Wild Cooked Ns As To Fat Added In Cooking,Grains and Pasta,113,2.72,2.26,19.8,0.25,1,0,0.507,6,0.35,69,34,NULL,20,0,0,0,0.38,NULL,18.8,73.49,69,771,1.713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,511,0.72,0.093,NULL,3.9,NULL,NULL,NULL,0.099,0.029,1.7,NULL,0.115,NULL,6,0,6,6,6.5,NULL,19,15,0,0,9,NULL,NULL,NULL,2.5,NULL,NULL,1188,841,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,150,"1 cup, cooked",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,176.991
785538,Rice White Cooked With Fat Puerto Rican Style,Grains and Pasta,198,6.15,2.85,31.94,0.05,0.5,0,0.877,14,1.65,44,11,NULL,0,0,0,0,0.73,NULL,31.44,57.43,311,2184,1.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,507,0.44,0.092,NULL,6,NULL,NULL,NULL,0.184,0.018,1.675,NULL,0.062,NULL,65,62,2,108,2.3,NULL,0,0,0,0,0,NULL,NULL,NULL,7,NULL,NULL,2547,2495,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,155,"1 cup, cooked",624,"1 cup, dry, yields",95,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.01
785539,Cream Of Wheat Ns As To Regular Quick Or Instant Ns As To Fat Added In Cooking,Breakfast Cereals,64,1.74,1.44,10.39,0.03,0.5,3,0.788,86,3.69,16,5,NULL,16,0,0,0,0.22,NULL,9.89,86.04,39,337,-0.327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,85,0.13,0.037,NULL,2.7,NULL,NULL,NULL,0.054,0.025,0.514,NULL,0.045,NULL,12,8,3,17,3.5,NULL,15,7,0,0,2,NULL,NULL,NULL,1,NULL,NULL,459,376,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,312.5
785540,Cream Of Wheat Ns As To Regular Quick Or Instant Fat Not Added In Cooking,Breakfast Cereals,51,0.21,1.45,10.57,0.03,0.5,0,0.033,87,3.76,16,5,NULL,0,0,0,0,0.02,NULL,10.07,87.41,12,102,-0.335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,72,0.13,0.037,NULL,2.8,NULL,NULL,NULL,0.055,0.025,0.522,NULL,0.013,NULL,12,8,3,18,3.2,NULL,0,0,0,0,2,NULL,NULL,NULL,0.1,NULL,NULL,28,115,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,392.157
785541,Cream Of Wheat Ns As To Regular Quick Or Instant Fat Added In Cooking,Breakfast Cereals,64,1.74,1.44,10.39,0.03,0.5,3,0.788,86,3.69,16,5,NULL,16,0,0,0,0.22,NULL,9.89,86.04,39,337,-0.327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,85,0.13,0.037,NULL,2.7,NULL,NULL,NULL,0.054,0.025,0.514,NULL,0.045,NULL,12,8,3,17,3.5,NULL,15,7,0,0,2,NULL,NULL,NULL,1,NULL,NULL,459,376,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,312.5
785542,Cream Of Wheat Regular Or Quick Made With Water Ns As To Fat Added In Cooking,Breakfast Cereals,64,1.74,1.44,10.39,0.03,0.5,3,0.788,86,3.69,16,5,NULL,16,0,0,0,0.22,NULL,9.89,86.04,39,337,-0.327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,85,0.13,0.037,NULL,2.7,NULL,NULL,NULL,0.054,0.025,0.514,NULL,0.045,NULL,12,8,3,17,3.5,NULL,15,7,0,0,2,NULL,NULL,NULL,1,NULL,NULL,459,376,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,312.5
785543,Cream Of Wheat Regular Or Quick Made With Water Fat Not Added In Cooking,Breakfast Cereals,51,0.21,1.45,10.57,0.03,0.5,0,0.033,87,3.76,16,5,NULL,0,0,0,0,0.02,NULL,10.07,87.41,12,102,-0.335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,72,0.13,0.037,NULL,2.8,NULL,NULL,NULL,0.055,0.025,0.522,NULL,0.013,NULL,12,8,3,18,3.2,NULL,0,0,0,0,2,NULL,NULL,NULL,0.1,NULL,NULL,28,115,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,392.157
785544,Cream Of Wheat Regular Or Quick Made With Water Fat Added In Cooking,Breakfast Cereals,64,1.74,1.44,10.39,0.03,0.5,3,0.788,86,3.69,16,5,NULL,16,0,0,0,0.22,NULL,9.89,86.04,39,337,-0.327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,85,0.13,0.037,NULL,2.7,NULL,NULL,NULL,0.054,0.025,0.514,NULL,0.045,NULL,12,8,3,17,3.5,NULL,15,7,0,0,2,NULL,NULL,NULL,1,NULL,NULL,459,376,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,312.5
785545,Cream Of Wheat Regular Or Quick Made With Milk Ns As To Fat Added In Cooking,Breakfast Cereals,115,3.82,4.76,15.33,5.2,0.5,10,2.042,204,3.72,159,15,NULL,70,0.1,0.47,1.3,0.26,NULL,14.83,75.08,70,408,-0.073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,126,0.55,0.041,NULL,5.9,NULL,NULL,NULL,0.092,0.207,0.606,NULL,0.081,NULL,16,8,8,22,18.7,NULL,69,12,0,0,2,NULL,NULL,NULL,1.2,NULL,NULL,1010,480,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173.913
785546,Cream Of Wheat Regular Or Quick Made With Milk Fat Not Added In Cooking,Breakfast Cereals,104,2.33,4.84,15.6,5.3,0.5,8,1.31,207,3.78,162,15,NULL,55,0.1,0.48,1.3,0.06,NULL,15.1,76.25,43,175,-0.099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,114,0.56,0.042,NULL,6,NULL,NULL,NULL,0.094,0.21,0.617,NULL,0.05,NULL,17,8,8,23,18.7,NULL,55,4,0,0,2,NULL,NULL,NULL,0.3,NULL,NULL,589,220,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192.308
785547,Cream Of Wheat Regular Or Quick Made With Milk Fat Added In Cooking,Breakfast Cereals,115,3.82,4.76,15.33,5.2,0.5,10,2.042,204,3.72,159,15,NULL,70,0.1,0.47,1.3,0.26,NULL,14.83,75.08,70,408,-0.073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,126,0.55,0.041,NULL,5.9,NULL,NULL,NULL,0.092,0.207,0.606,NULL,0.081,NULL,16,8,8,22,18.7,NULL,69,12,0,0,2,NULL,NULL,NULL,1.2,NULL,NULL,1010,480,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173.913
785548,Cream Of Wheat Regular Or Quick Made With Non-Dairy Milk Ns As To Fat Added In Cooking,Breakfast Cereals,96,3.02,2.57,14.41,3.33,0.7,3,0.978,257,4.05,93,13,NULL,71,0,0.68,1.1,2.09,NULL,13.71,79.23,61,659,-3.128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,140,0.43,0.092,NULL,3.5,NULL,NULL,NULL,0.086,0.154,0.693,NULL,0.06,NULL,15,8,7,21,10.6,NULL,70,8,0,0,2,NULL,NULL,NULL,1.9,NULL,NULL,1010,782,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208.333
785549,Cream Of Wheat Regular Or Quick Made With Non-Dairy Milk Fat Not Added In Cooking,Breakfast Cereals,84,1.5,2.61,14.66,3.39,0.7,0,0.226,261,4.12,94,13,NULL,56,0,0.68,1.1,1.91,NULL,13.96,80.48,35,431,-3.181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,128,0.44,0.093,NULL,3.6,NULL,NULL,NULL,0.088,0.157,0.705,NULL,0.028,NULL,15,8,7,21,10.5,NULL,56,1,0,0,2,NULL,NULL,NULL,1,NULL,NULL,589,528,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,238.095
785550,Cream Of Wheat Regular Or Quick Made With Non-Dairy Milk Fat Added In Cooking,Breakfast Cereals,96,3.02,2.57,14.41,3.33,0.7,3,0.978,257,4.05,93,13,NULL,71,0,0.68,1.1,2.09,NULL,13.71,79.23,61,659,-3.128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,140,0.43,0.092,NULL,3.5,NULL,NULL,NULL,0.086,0.154,0.693,NULL,0.06,NULL,15,8,7,21,10.6,NULL,70,8,0,0,2,NULL,NULL,NULL,1.9,NULL,NULL,1010,782,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",205,"1 oz, dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208.333
785551,Cream Of Wheat Instant Made With Water Fat Not Added In Cooking,Breakfast Cereals,66,0.2,1.52,14.43,3.64,0.5,0,0.032,54,4.11,17,6,NULL,193,0,0,0,0.02,NULL,13.93,83.46,12,99,0.081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,85,0.15,0.039,NULL,2.9,NULL,NULL,NULL,0.173,0.166,2.436,NULL,0.256,NULL,51,46,5,84,3.3,NULL,193,0,0,0,2,NULL,NULL,NULL,0.1,NULL,NULL,28,111,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,240,"1 cup, cooked",965,"1 cup, dry, yields",195,"1 packet (1 oz), dry, yields",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.03
